flow_duration,upstream_volume,downstream_volume,num_packets_upstream,num_packets_downstream,upstream_packet_size_mean,upstream_packet_size_median,upstream_packet_size_std,upstream_packet_size_min,upstream_packet_size_max,upstream_packet_size_25th_percentile,upstream_packet_size_75th_percentile,upstream_packet_size_10th_percentile,upstream_packet_size_90th_percentile,downstream_packet_size_mean,downstream_packet_size_median,downstream_packet_size_std,downstream_packet_size_min,downstream_packet_size_max,downstream_packet_size_25th_percentile,downstream_packet_size_75th_percentile,downstream_packet_size_10th_percentile,downstream_packet_size_90th_percentile,upstream_interarrival_time_mean,upstream_interarrival_time_median,upstream_interarrival_time_std,upstream_interarrival_time_min,upstream_interarrival_time_max,upstream_interarrival_time_25th_percentile,upstream_interarrival_time_75th_percentile,upstream_interarrival_time_10th_percentile,upstream_interarrival_time_90th_percentile,downstream_interarrival_time_mean,downstream_interarrival_time_median,downstream_interarrival_time_std,downstream_interarrival_time_min,downstream_interarrival_time_max,downstream_interarrival_time_25th_percentile,downstream_interarrival_time_75th_percentile,downstream_interarrival_time_10th_percentile,downstream_interarrival_time_90th_percentile,label
20.581101000,1272,2468,18,29,70.66666666666667,66.0,9.821944218702024,66,94,66.0,66.0,66.0,88.4,85.10344827586206,85.0,9.294179544156375,66,94,79.0,94.0,72.4,94.0,1.2106519411764705,0.010166,3.353110271855212,0E-9,10.140516000,0.005321000,0.041428000,0.000006600000000000000976996261670,4.109218200000003545650173464,0.7350385357142857,5.15e-05,2.64548387572495,0.000009000,10.100865000,0.00002575000,0.01578475000,0.00001700000000000000000000000000,0.1144676000000000497180963066,Wired
18.219390000,1046476,571890,17138,6087,61.06173415801144,60.0,2.575313441502426,60,94,60.0,60.0,60.0,66.0,93.95268605224248,94.0,1.2675565352299851,54,94,94.0,94.0,94.0,94.0,0.0010631587208963062,0.0,0.051225393937398694,0E-9,6.270052000,0E-9,0E-9,0E-51,0.00003000000000000000000000000000,0.002993652152481104,0.000861,0.08464551176565195,0.000001000,6.340722000,0.00012650000,0.00094000000,0.0000060000,0.0013900000,Wired
13.147425000,3123328,1061930,33228,15839,93.99687010954617,94.0,0.28777493413839156,66,94,94.0,94.0,94.0,94.0,67.04526800934403,66.0,3.3836863667149677,66,78,66.0,66.0,66.0,66.0,0.0003956849851024769,1.1e-05,0.01471084427385921,0E-9,2.680141000,0.0000070000,0.0007715000,0.000005000000000000000000000000000,0.0008670000000000000000000000000,0.0008278170223513069,0.000801,0.02101106869506561,0.000003000,2.643701000,0.00014600000,0.00086400000,0.00001500000000000000000000000000,0.001215000000000000000000000000,Wired
2.565841000,26750,278836,436,2968,61.35321100917431,60.0,6.49059540767851,60,94,60.0,60.0,60.0,60.0,93.94743935309972,94.0,1.3787105510758886,54,94,94.0,94.0,94.0,94.0,0.005898411494252873,0.005253,0.003960175726720157,0E-9,0.044388000,0.0047560000,0.0065055000,0.000001000000000000000000000000000,0.01037020000000000004547473509,0.0008647849679811258,0.000768,0.0015316426108132374,0.000001000,0.038589000,0.0006110000,0.0008270000,0.000008000000000000000000000000000,0.001038400000000000090949470177,Wired
10.558381000,13308,13286,160,180,83.175,94.0,15.687815245272724,60,94,60.0,94.0,60.0,94.0,73.81111111111112,66.0,19.11762733019421,54,94,54.0,94.0,54.0,94.0,0.06640483018867924,0.016742,0.11879874997899702,0E-9,0.725084000,0.0039700000,0.0768690000,0E-57,0.2169486000000005983565642964,0.05898526815642458,0.025095,0.08400938191457702,0.000011000,0.572310000,0.0003775000,0.0835655000,0.00003980000000000000071054273576,0.1821408000000000565137270314,Cellular
10.594288000,200484,1104216,2923,11750,68.58843653780363,60.0,11.837189640053877,60,94,60.0,82.0,60.0,90.0,93.97582978723405,94.0,0.9513278820104641,54,94,94.0,94.0,94.0,94.0,0.003625697467488022,0.005578,0.0038264200484324725,0E-9,0.021887000,0E-11,0.00614775000,0E-52,0.007623000000000000000000000000,0.0009002029959996595,0.000906,0.0012265370652195487,0.000001000,0.029411000,0.000007000,0.001262000,0.000004000000000000000000000000000,0.001847000000000000000000000000,Wired
11.344084000,87082,975334,1301,10377,66.934665641814,66.0,5.022368930751718,60,94,66.0,66.0,66.0,66.0,93.98997783559795,94.0,0.5149048402347046,66,94,94.0,94.0,94.0,94.0,0.008726218461538461,0.0066345,0.02620252727924977,0E-9,0.938487000,0.00545675000,0.01026525000,0.004772800000000000011368683772,0.01358920000000000709405867383,0.0010007102929838088,0.00094,0.001561230180790505,0.000001000,0.045288000,0.00001100000,0.00097800000,0.0000040000,0.0018645000,Wired
10.280154000,1095,1101,16,14,68.4375,66.0,7.127119567773038,66,94,66.0,66.0,66.0,71.5,78.64285714285714,79.0,8.55396572768033,66,94,75.25,83.0,66.0,88.9,0.6853422666666666,0.006112,2.581099354028475,0E-9,10.014424000,0E-10,0.0239725000,0E-61,0.1040337999999999573947917497,0.7907796153846154,9.4e-05,2.7677036395991874,0.000010000,10.000218000,0.000025000,0.016333000,0.00002040000000000000035527136788,0.1774448000000001272447036626,Wired
0.188166000,1010,808,13,10,77.6923076923077,72.0,14.020132045173561,60,94,66.0,94.0,66.0,94.0,80.8,84.0,14.116971661404188,66,94,66.0,94.0,66.0,94.0,0.0156805,0.013794,0.013612803168007281,0E-9,0.040796000,0.00471200000,0.02496850000,0.0002039000000000001810995797769,0.03170770000000000144346756770,0.017789444444444445,0.006258,0.018554554771747497,0.000036000,0.048807000,0.001934000,0.031453000,0.00004640000000000000057731597280,0.03790300000000000242117437210,Wired
10.434232000,132946,62792,1430,1026,92.96923076923076,94.0,5.678378211598634,60,94,94.0,94.0,94.0,94.0,61.200779727095515,54.0,11.91451827531839,54,94,54.0,66.0,54.0,66.0,0.007301759272218335,0.000601,0.028143920813883484,0E-9,0.185991000,0.000018000,0.005109000,0.000009000000000000000000000000000,0.007497400000000000773070496507,0.010179715121951219,0.002015,0.026035154248646126,0.000006000,0.182693000,0.000520000,0.006463000,0.00001940000000000000568434188608,0.01577200000000000409272615798,Wired
6.413929000,496514,725516,7510,7720,66.11371504660453,66.0,1.775331748335126,60,94,66.0,66.0,66.0,66.0,93.97875647668394,94.0,0.7491858570454758,66,94,94.0,94.0,94.0,94.0,0.0008541655346917034,0.0,0.00409449098576417,0E-9,0.108883000,0E-9,0.000015000,0E-52,0.00005700000000000000000000000000,0.0008299317269076306,0.000718,0.0022049040225759747,0.000002000,0.071512000,0.0000070000,0.0012000000,0.000005000000000000000000000000000,0.001441000000000000000000000000,Wired
10.278875000,8488741,2681932,90333,40592,93.97164934187948,94.0,0.8128484487770145,60,94,94.0,94.0,94.0,94.0,66.07045723295231,66.0,1.4005641591436,66,94,66.0,66.0,66.0,66.0,0.00011378996368950094,1.3e-05,0.0009933842302074709,0E-9,0.088738000,0.00001000000,0.00001700000,0.000008000000000000000000000000000,0.00002700000000000000000000000000,0.0002530401813209825,2.8e-05,0.001403494894515956,0.000006000,0.047663000,0.0000220000,0.0000440000,0.000018000,0.000411000,Wired
10.599179000,246680,1022558,4088,10883,60.342465753424655,60.0,3.389434639470114,60,94,60.0,60.0,60.0,60.0,93.9592024258017,94.0,1.250689421239605,54,94,94.0,94.0,94.0,94.0,0.0025933885490579886,3.4e-05,0.0030425862357867117,0E-9,0.024517000,0E-10,0.0048490000,0E-52,0.005730800000000000181898940355,0.0009734889726153281,0.000916,0.0013968486500023514,0.000001000,0.042780000,0.00000700000,0.00109275000,0.000004000000000000000000000000000,0.001908000000000000000000000000,Wired
10.286862000,1095,1101,16,14,68.4375,66.0,7.127119567773038,66,94,66.0,66.0,66.0,71.5,78.64285714285714,79.0,8.55396572768033,66,94,75.25,83.0,66.0,88.9,0.6857894666666666,0.005487,2.581821652028767,0E-9,10.017696000,0.0000105000,0.0248355000,0E-61,0.09673999999999996657251699617,0.7912950769230769,5e-05,2.7675329498514394,0.000010000,10.000236000,0.000024000,0.021304000,0.00002240000000000000035527136788,0.1753178000000001205620492328,Wired
10.115927000,2751973,836406,29294,15242,93.94323069570561,94.0,1.384951044251561,60,94,94.0,94.0,94.0,94.0,54.87508201023488,54.0,4.774201800407497,54,94,54.0,54.0,54.0,54.0,0.0003453359847062438,0.000347,0.0003930098775712674,0E-9,0.046109000,0.000203000,0.000531000,0.00001000000000000000000000000000,0.0005510000000000000000000000000,0.0006630978282264944,0.000567,0.0005057322998680207,0.000005000,0.041581000,0.000532000,0.000871000,0.000362000,0.000949000,Wired
13.035941000,1080896,413264,11500,6248,93.99095652173914,94.0,0.4891251037291831,66,94,94.0,94.0,94.0,94.0,66.14340588988476,66.0,1.3020964442383551,66,78,66.0,66.0,66.0,66.0,0.001133658665970954,0.000638,0.026230146428039523,0E-9,2.808869000,0.0000040000,0.0014090000,0E-51,0.001925000000000000000000000000,0.0020838658556106933,0.001414,0.03482373109897146,0.000003000,2.747681000,0.0009245000,0.0018795000,0.0002486000000000000227373675443,0.003050600000000002182787284255,Wired
10.335709000,1347314,443096,14353,7981,93.86985299240577,94.0,2.0067626293819116,60,94,94.0,94.0,94.0,94.0,55.51885728605438,54.0,6.939845469111251,54,94,54.0,54.0,54.0,54.0,0.0007201570512820513,0.000387,0.001130588427466662,0E-9,0.028247000,0.00000900000,0.00110800000,0E-51,0.001766699999999998908606357872,0.0012951984962406016,0.0010325,0.0014321446495476522,0.000005000,0.027043000,0.00050700000,0.00164700000,0.0001050000000000000000000000000,0.002565100000000000363797880709,Wired
11.294939000,282522,118580,3017,2027,93.6433543254889,94.0,3.4483806820483562,60,94,94.0,94.0,94.0,94.0,58.5002466699556,54.0,9.301592330342901,54,94,54.0,66.0,54.0,66.0,0.0037450019893899207,0.0009195,0.011289362729040853,0E-9,0.220410000,0.00009000000,0.00105425000,0.0000070000,0.0089510000,0.005574986179664363,0.001022,0.01357599693445212,0.000003000,0.219843000,0.00087900000,0.00322550000,0.0000420000,0.0160220000,Cellular
11.509324000,16194,30992,232,332,69.80172413793103,66.0,7.961726441141437,60,94,66.0,66.0,66.0,85.20000000000005,93.34939759036145,94.0,3.9281576593527077,66,94,94.0,94.0,94.0,94.0,0.04982391341991342,0.000111,0.11106565967665191,0E-9,0.979078000,0E-10,0.0521425000,0E-9,0.149977000,0.032491256797583086,0.015491,0.0854640948494387,0.000003000,0.979089000,0.0073945000,0.0164235000,0.000013000,0.054951000,Cellular
10.132745000,424500,810478,6612,8623,64.20145190562613,60.0,9.275654437778813,60,90,60.0,66.0,60.0,90.0,93.99025861069234,94.0,0.5532617399771484,54,94,94.0,94.0,94.0,94.0,0.0015327098774769324,2e-05,0.006091742290583066,0E-9,0.174916000,0E-10,0.0016130000,0E-9,0.004568000,0.001172205288796103,9.2e-05,0.0060419041892106964,0.000002000,0.183571000,0.00000700000,0.00117200000,0.000004000000000000000000000000000,0.002015900000000000545696821064,Wired
15.212891000,1535222,432930,16339,7777,93.96058510312749,94.0,1.1416565399388277,60,94,94.0,94.0,94.0,94.0,55.66799537096567,54.0,6.777272712358124,54,94,54.0,54.0,54.0,54.0,0.0009311354510956053,0.000351,0.03709589263599954,0E-9,4.574909000,0.00017700000,0.00036700000,0.00001400000000000000000000000000,0.0005220000000000000000000000000,0.0019476683384773662,0.000685,0.05552074407370833,0.000006000,4.756198000,0.00037200000,0.00073600000,0.0003240000,0.0012125000,Wired
10.459026000,617182,294160,6701,3954,92.10296970601402,94.0,5.155101094928487,60,94,94.0,94.0,78.0,94.0,74.3955488113303,66.0,12.766693180231849,66,94,66.0,94.0,66.0,94.0,0.0015610486567164178,0.0004135,0.005111727848192804,0E-9,0.315380000,0E-11,0.00225075000,0E-50,0.004614100000000000363797880709,0.0026384872248924867,0.001646,0.006674209980800349,0.000002000,0.348277000,0.000425000,0.004200000,0.000009000000000000000000000000000,0.005519800000000000181898940355,Wired
11.252575000,278544,1199130,4627,12759,60.19969742813918,60.0,2.5913270981850247,60,94,60.0,60.0,60.0,60.0,93.9830707735716,94.0,0.7708202901230756,54,94,94.0,94.0,94.0,94.0,0.0024324632511889322,0.0020095,0.0026246962159046845,0E-9,0.038585000,0E-11,0.00469700000,0E-10,0.0048520000,0.0008816430474996081,0.000796,0.0014938392903997148,0.000002000,0.086608000,0.00071100000,0.00081400000,0.000009000000000000000000000000000,0.001315000000000000000000000000,Wired
13.117737000,1677146,498650,17843,8989,93.99461973883315,94.0,0.41652634826208357,60,94,94.0,94.0,94.0,94.0,55.473356324396484,54.0,6.152986445133966,54,90,54.0,54.0,54.0,54.0,0.0007352167357919516,1.7e-05,0.018724351880689476,0E-9,2.495015000,0.00001000000,0.00045700000,0.000006000000000000000000000000000,0.002019000000000000000000000000,0.0014583894080996884,0.000453,0.025844378557883366,0.000003000,2.444327000,0.00002200000,0.00151500000,0.00001300000000000000000000000000,0.004106000000000000000000000000,Wired
10.875176000,303324,946788,4557,10082,66.56221198156682,66.0,3.786546030244822,66,94,66.0,66.0,66.0,66.0,93.90874826423328,94.0,1.5879483750958368,66,94,94.0,94.0,94.0,94.0,0.0023869552238805973,0.0,0.004637724837960733,0E-9,0.045602000,0E-11,0.00366875000,0E-10,0.0083700000,0.0010787772046423965,0.000883,0.0021057244524399043,0.000002000,0.054888000,0.000798000,0.000931000,0.000011000,0.001132000,Wired
11.090476000,580,895,9,13,64.44444444444444,60.0,11.259563836036358,60,94,60.0,60.0,60.0,71.60000000000001,68.84615384615384,67.0,10.081717395415605,54,94,67.0,72.0,56.400000000000006,77.60000000000001,1.3863095,0.013968999999999999,3.496606213373967,0E-9,10.004104000,0.00702250000,0.31909650000,0.004658500000000000443312053733,3.651361799999998387894706298,0.84627075,4.75e-05,2.9144423663403085,0.000015000,10.100831000,0.00002450000,0.01456325000,0.00002210000000000000008881784197,0.02272400000000000232347474594,Wired
10.696527000,88160,870360,1346,9264,65.49777117384843,66.0,7.259629846756096,60,94,60.0,66.0,60.0,74.0,93.95077720207254,94.0,1.3611390028560968,54,94,94.0,94.0,94.0,94.0,0.007952793308550187,0.006516,0.011005640498541632,0E-9,0.129720000,0E-9,0.011277000,0E-54,0.01756600000000004024514055345,0.0011547566663068119,0.000929,0.004776979093972945,0.000002000,0.186578000,0.0008760000,0.0009600000,0.000006000000000000000000000000000,0.001540800000000001091393642128,Wired
11.471518000,1287556,1272606,14397,13541,89.43224282836702,90.0,3.0127444506118364,60,94,90.0,90.0,90.0,90.0,93.98168525219702,94.0,0.7760949259038181,54,94,94.0,94.0,94.0,94.0,0.0007967345095859961,0.000736,0.0018647165253712827,0E-9,0.097454000,0.00048900000,0.00097000000,0.0002340000,0.0009900000,0.0008472302067946824,0.000827,0.0020219516383701975,0.000001000,0.108355000,0.00056200000,0.00092300000,0.000005000000000000000000000000000,0.001267000000000000000000000000,Wired
10.411849000,3107236,929770,33061,17144,93.98493693475696,94.0,0.7083568785847022,60,94,94.0,94.0,94.0,94.0,54.232967802146526,54.0,3.0362057841463144,54,94,54.0,54.0,54.0,54.0,0.00031493796128251664,5.8e-05,0.0018197555587964247,0E-9,0.243619000,0.00001600000,0.00068700000,0.00001100000000000000000000000000,0.0009100000000000000000000000000,0.0006060016333197223,0.000707,0.002221707963113289,0.000004000,0.185490000,0.0000670000,0.0009420000,0.00002600000000000000000000000000,0.0009880000000000000000000000000,Wired
13.477840000,137428,202968,2206,2164,62.2973708068903,60.0,4.480288132066968,60,94,60.0,66.0,60.0,66.0,93.79297597042513,94.0,2.728189958680932,54,94,94.0,94.0,94.0,94.0,0.006112395011337869,0.003996,0.008224454317341253,0E-9,0.108052000,0E-9,0.008131000,0E-54,0.01597980000000000040927261580,0.006231079981507166,0.004179,0.009966653339631985,0.000002000,0.204633000,0.0000680000,0.0080295000,0.00001200000000000000000000000000,0.01411439999999999918145476840,Cellular
11.380086000,838,648,12,8,69.83333333333333,66.0,11.92273102739113,60,94,64.5,68.0,60.0,92.0,81.0,84.0,14.142135623730951,66,94,66.0,94.0,66.0,94.0,1.0345532727272728,0.38022,1.462481781811732,0E-9,3.911613000,0.0141075000,1.3076720000,0E-9,3.719815000,1.5284098571428573,0.709102,1.9020078706351724,0.000040000,4.179810000,0.0017215000,2.9032370000,0.00004240000000000000035527136788,4.175989200000000002262368071,Cellular
10.158630000,5474180,990058,87494,10535,62.56634740667931,60.0,3.232919097861833,60,94,60.0,66.0,60.0,66.0,93.97797816801139,94.0,0.8833035007960585,54,94,94.0,94.0,94.0,94.0,0.00011610791720480496,1e-06,0.0002869071580799936,0E-9,0.015926000,0E-9,0.000113000,0E-47,0.0003830000000000000000000000000,0.0009640234478830454,0.0008395,0.0009264975673246321,0.000001000,0.029038000,0.00048600000,0.00132300000,0.00003729999999999995452526491135,0.001766000000000000000000000000,Wired
15.916202000,758610,352182,8076,5387,93.93387815750371,94.0,1.0233612399254088,60,94,94.0,94.0,94.0,94.0,65.37627622053091,66.0,4.606464082613522,54,94,66.0,66.0,66.0,66.0,0.0019710466873065014,0.001198,0.0022765629258680877,0E-9,0.025513000,0.0000120000,0.0033490000,0E-50,0.005154200000000000727595761418,0.0029535855922762718,0.0025205,0.0023775714656922306,0.000005000,0.036952000,0.00121725000,0.00437750000,0.0004020000,0.0056765000,Wired
11.227646000,721,1733,11,22,65.54545454545455,60.0,11.378608318802755,60,94,60.0,63.0,60.0,81.0,78.77272727272727,79.0,14.883457797746999,54,94,67.25,94.0,55.2,94.0,1.1227646,0.017105500000000003,3.1618630591091983,0E-9,10.080235000,0.00837975000,0.05544675000,0.005472900000000000135025324255,1.892045799999996767745358284,0.487329619047619,6.9e-05,2.2027177401455793,0.000008000,10.100539000,0.000027000,0.006235000,0.000019000,0.021911000,Wired
7.035265000,68724,531210,932,5663,73.7381974248927,66.0,10.168511460320111,66,94,66.0,78.0,66.0,93.79999999999995,93.80363764788981,94.0,2.5826379064954836,54,94,94.0,94.0,94.0,94.0,0.007556669172932331,7.2e-05,0.011641767621398858,0E-9,0.084167000,0E-10,0.0111715000,0E-9,0.022382000,0.0012425356764394209,0.000901,0.003393257549321045,0.000001000,0.070645000,0.00076800000,0.00095500000,0.000009000000000000000000000000000,0.001322000000000000000000000000,Wired
10.038049000,26733584,9438258,284417,166986,93.99432523372373,94.0,0.4329917560657193,60,94,94.0,94.0,94.0,94.0,56.52125327871798,54.0,4.993053276596313,54,94,54.0,54.0,54.0,66.0,3.527534667529253e-05,1.5e-05,9.009106967961447e-05,0E-9,0.010674000,0.00001100000,0.00002200000,0.0000080000,0.0000970000,6.011336946432314e-05,2.7e-05,0.00011907511972456035,0.000002000,0.014617000,0.000017000,0.000096000,0.00001200000000000000000000000000,0.0001260000000000000000000000000,Wired
10.660547000,450668,998638,6626,10633,68.01509206157561,66.0,6.327209773356,60,94,66.0,66.0,66.0,78.0,93.91874353428007,94.0,1.4982368121558443,66,94,94.0,94.0,94.0,94.0,0.0016091391698113207,0.0,0.00289583229792718,0E-9,0.040009000,0E-9,0.004451000,0E-50,0.005481800000000001091393642128,0.0010000294394281414,0.000933,0.0017149784382667396,0.000002000,0.065553000,0.00001400000,0.00096400000,0.000005000000000000000000000000000,0.001658000000000000000000000000,Wired
10.388757000,483478,141760,5157,2531,93.75179367849525,94.0,2.883377627969658,60,94,94.0,94.0,94.0,94.0,56.009482418016596,54.0,8.108156543772887,54,94,54.0,54.0,54.0,54.0,0.0020148869278510473,0.000446,0.0026177079549032415,0E-9,0.038692000,0.00002200000,0.00451725000,0.0000160000,0.0053935000,0.00410430395256917,0.0049295,0.0028464180491040163,0.000012000,0.036370000,0.00177625000,0.00550375000,0.0001570000000000000000000000000,0.006046299999999999727151589468,Wired
15.295853000,9754,10154,113,135,86.31858407079646,94.0,13.526604398320837,60,94,94.0,94.0,60.0,94.0,75.21481481481482,94.0,19.27196757228596,54,94,54.0,94.0,54.0,94.0,0.13657008035714285,0.0009635,0.5213730798839178,0E-9,4.512361000,0.00046325000,0.03421450000,0.000001000000000000000000000000000,0.2162986000000000706222635927,0.11414797761194029,0.0260045,0.36750224106986806,0.000007000,3.910052000,0.00046625000,0.10009600000,0.00003160000000000000142108547152,0.2368683000000000083247186922,Wired
10.890164000,511490,651740,8510,6936,60.10458284371328,60.0,1.8776453120498742,60,94,60.0,60.0,60.0,60.0,93.96482122260669,94.0,1.1411814403441802,54,94,94.0,94.0,94.0,94.0,0.0012798373486896228,0.0,0.003988303906917873,0E-9,0.069829000,0E-9,0.000023000,0E-52,0.006922000000000000000000000000,0.0015703162220620044,0.001145,0.002968135964258629,0.000004000,0.083706000,0.0009480000,0.0015280000,0.0004750000000000000000000000000,0.001912000000000000000000000000,Cellular
10.900111000,1521922,461820,16209,8476,93.89363933617126,94.0,1.8629074386156206,60,94,94.0,94.0,94.0,94.0,54.485606418121755,54.0,4.371012640386682,54,94,54.0,54.0,54.0,54.0,0.0006725107971372162,0.000147,0.0018455616423018524,0E-9,0.068119000,0.00001000000,0.00095800000,0.000006000000000000000000000000000,0.001090000000000000000000000000,0.0012861473746312686,0.000974,0.0023719526037558458,0.000006000,0.069203000,0.0007370000,0.0010825000,0.00005500000000000000000000000000,0.001757000000000000000000000000,Cellular
0.245064000,272,140,4,2,68.0,66.0,4.0,66,74,66.0,68.0,66.0,71.6,70.0,70.0,5.656854249492381,66,74,68.0,72.0,66.8,73.2,0.081688,0.069464,0.07181752377379771,0.016767000,0.158833000,0.0431155000,0.1141485000,0.02730640000000000058505422729,0.1409592000000000039687808595,0.175625,0.175625,,0.175625000,0.175625000,0.175625000,0.175625000,0.175625000,0.175625000,Cellular
25.677649000,28390,157060,439,1672,64.66970387243735,66.0,5.883012278905432,60,94,60.0,66.0,60.0,74.0,93.93540669856459,94.0,1.5427333812827484,54,94,94.0,94.0,94.0,94.0,0.010338618721461187,0.0,0.01893810484655835,0E-9,0.161615000,0E-11,0.01347325000,0E-55,0.03122510000000000133013600134,0.015366622381807301,0.001967,0.29782881560267377,0.000002000,10.496007000,0.0018420000,0.0024570000,0.000041000,0.002599000,Wired
10.141056000,1584844,552405,16881,8262,93.8833007523251,94.0,1.8913951833130334,60,94,94.0,94.0,94.0,94.0,66.86092955700799,66.0,4.287868215252961,66,94,66.0,66.0,66.0,66.0,0.0006007734597156399,2.7e-05,0.003545803571755143,0E-9,0.330180000,0.00001500000,0.00081525000,0.00001000000000000000000000000000,0.001761000000000000000000000000,0.0012238905701488923,0.000839,0.004683394955823899,0.000006000,0.330195000,0.000121000,0.001609000,0.000032000,0.002609000,Wired
10.450863000,231570,922694,3448,9819,67.1606728538283,66.0,4.885429074675438,60,94,66.0,66.0,66.0,66.0,93.9702617374478,94.0,0.8867024490646807,66,94,94.0,94.0,94.0,94.0,0.0030318720626631855,0.0,0.010991682309008767,0E-9,0.270142000,0E-10,0.0009450000,0E-52,0.008071000000000000000000000000,0.0010597990425748624,1.1e-05,0.0048825183823044535,0.000001000,0.168336000,0.00000500000,0.00162900000,0.000004000000000000000000000000000,0.002058300000000001091393642128,Cellular
15.108099000,736312,239454,7857,4292,93.71414025709558,94.0,2.884265354754844,60,94,94.0,94.0,94.0,94.0,55.79077353215284,54.0,7.156148906448161,54,94,54.0,54.0,54.0,54.0,0.001923128182281059,0.000209,0.0029423437633775483,0E-9,0.065295000,0.00001200000,0.00396000000,0.0000060000,0.0070760000,0.0035208771848054066,0.003936,0.0034302629205393473,0.000004000,0.063553000,0.0006240000,0.0067345000,0.000068000,0.007356000,Wired
10.196135000,1098504,328002,11701,5826,93.88120673446714,94.0,2.0013430823851905,60,94,94.0,94.0,94.0,94.0,56.29969104016478,54.0,6.869185275001372,54,94,54.0,54.0,54.0,66.0,0.0008714645299145299,0.000237,0.0031562662296144243,0E-9,0.063567000,0.00001300000,0.00053700000,0E-50,0.001667100000000000363797880709,0.0017503357939914162,0.00068,0.004448907407217222,0.000003000,0.061552000,0.000224000,0.001552000,0.00001800000000000000000000000000,0.003963400000000001455191522837,Wired
10.248213000,2009472,617368,21390,11091,93.94446002805049,94.0,1.3116470189605598,60,94,94.0,94.0,94.0,94.0,55.66387160760977,54.0,6.881103575443082,54,94,54.0,54.0,54.0,54.0,0.0004791335265790827,0.000342,0.002353261298584769,0E-9,0.220718000,0.000135000,0.000525000,0.00001800000000000000000000000000,0.0007060000000000000000000000000,0.0009240935978358882,0.000561,0.0032494443320397826,0.000006000,0.228550000,0.00045500000,0.00097500000,0.0002600000000000000000000000000,0.001524000000000000000000000000,Wired
10.220372000,917950,322970,9774,4707,93.91753632085124,94.0,1.5177767280177812,60,94,94.0,94.0,94.0,94.0,68.6148289781177,66.0,7.8748266791594475,66,94,66.0,66.0,66.0,78.0,0.001045776322521232,7e-05,0.0029008976295990044,0E-9,0.238144000,0.000015000,0.001590000,0.00001200000000000000000000000000,0.003303600000000002182787284255,0.002168430514237144,0.0017485,0.0038088961194041424,0.000008000,0.222098000,0.00054825000,0.00327600000,0.0000360000,0.0045555000,Wired
10.298485000,617934,215454,6592,3803,93.73998786407768,94.0,2.9417636680806285,60,94,94.0,94.0,94.0,94.0,56.65369445174862,54.0,9.24030287152625,54,94,54.0,54.0,54.0,54.0,0.0015625035654680624,0.000784,0.0019819948898774143,0E-9,0.038149000,0.0000190000,0.0027685000,0.000008000,0.004217000,0.0027086956864807994,0.0026024999999999998,0.0022232780734712946,0.000006000,0.038162000,0.00101700000,0.00395850000,0.0003533000000000000682121026330,0.005283900000000000090949470177,Wired
10.273281000,1413322,1930014,21527,20541,65.65345844753101,66.0,7.001223662370534,60,94,60.0,66.0,60.0,74.0,93.95910617788813,94.0,1.2431242089594168,54,94,94.0,94.0,94.0,94.0,0.000477249883861377,0.0,0.0020890412847695303,0E-9,0.190149000,0E-11,0E-11,0E-10,0.0000740000,0.000499570253164557,0.000494,0.0012226959827632469,0.000001000,0.138308000,0.00039000000,0.00051300000,0.00001000000000000000000000000000,0.0006540000000000000000000000000,Wired
18.436556000,1202106,393926,12803,7090,93.89252518940873,94.0,1.8982909180819536,60,94,94.0,94.0,94.0,94.0,55.560789844851904,54.0,6.334409404135926,54,94,54.0,54.0,54.0,54.0,0.0014401309170442118,0.000334,0.07117537080932163,0E-9,8.052886000,0.00001100000,0.00102000000,0.000006000000000000000000000000000,0.002598899999999999636202119291,0.0025988851742135707,0.000981,0.060426132590125727,0.000004000,4.662133000,0.000446000,0.002245000,0.0001488000000000000682121026330,0.003402199999999999818101059645,Wired
3.809408000,162676,336686,2407,3587,67.58454507685916,66.0,6.342422877900791,66,94,66.0,66.0,66.0,66.0,93.86283802620574,94.0,2.011436647461748,54,94,94.0,94.0,94.0,94.0,0.0015832788861180381,0.0,0.00468368521607412,0E-9,0.076063000,0E-11,0.00004300000,0E-10,0.0055960000,0.001062291689905187,0.000921,0.0035452047279599932,0.000002000,0.115207000,0.00000700000,0.00116200000,0.0000050000,0.0021420000,Wired
3.683276000,336914,491204,4753,5230,70.88449400378708,66.0,11.488333886596248,60,94,60.0,74.0,60.0,90.0,93.92045889101338,94.0,1.7245214301550396,54,94,94.0,94.0,94.0,94.0,0.0007750930134680134,0.0,0.002293931173686844,0E-9,0.065876000,0E-11,0.00003300000,0E-52,0.003570300000000003819877747446,0.0007043895582329317,0.000634,0.0015051343191115226,0.000002000,0.042839000,0.000339000,0.000675000,0.000008000000000000000000000000000,0.0008610000000000000000000000000,Wired
0.234455000,679,630,9,8,75.44444444444444,66.0,15.883254634292614,60,94,60.0,94.0,60.0,94.0,78.75,87.0,17.84656829757475,54,94,63.0,94.0,54.0,94.0,0.025004125,0.015978,0.0313875953224359,0E-9,0.098791000,0.00828900000,0.02567300000,0.005657400000000000538369349101,0.04918339999999998741131435054,0.03349,0.007978,0.04472065251461939,0.000039000,0.116973000,0.0034990000,0.0512210000,0.00007800000000000000577315972805,0.08959380000000001621174305910,Wired
